,Time Control,Time Control Name,Time Control Mapped,Rating Difference,Opening ECO,Oppening Name,Opening Name Mapped,White's Number of Mistakes,Black's Number of Mistakes,Winner
6,15 + 0,Rapid,2,-558,C50,Italian Game,4,2,4,White
26,3 + 0,Blitz,1,-16,C50,Italian Game,4,4,8,White
28,10 + 15,Rapid,2,112,D00,Queen Pawn Game,3,2,1,Black
36,60 + 10,Classic,3,19,C42,Petroff Defense,2,0,4,White
37,5 + 5,Blitz,1,42,D00,Queen Pawn Game,3,4,6,White
43,3 + 2,Blitz,1,10,C50,Italian Game,4,11,9,Black
44,10 + 15,Rapid,2,0,C50,Italian Game,4,2,3,Black
45,30 + 25,Classic,3,192,C50,Italian Game,4,2,1,Black
49,30 + 25,Classic,3,-82,C50,Italian Game,4,1,0,Black
60,60 + 0,Classic,3,19,D00,Queen Pawn Game,3,2,1,Black
62,15 + 0,Rapid,2,71,D00,Queen Pawn Game,3,1,4,White
130,60 + 10,Classic,3,23,C50,Italian Game,4,0,1,White
133,15 + 0,Rapid,2,6,B20,Sicilian Defense,1,4,3,Black
139,15 + 0,Rapid,2,120,B20,Sicilian Defense,1,2,5,White
146,10 + 0,Rapid,2,-160,D00,Queen Pawn Game,3,3,2,Black
154,5 + 5,Blitz,1,-169,D00,Queen Pawn Game,3,4,4,White
163,15 + 0,Rapid,2,40,D00,Queen Pawn Game,3,3,0,Black
165,15 + 0,Rapid,2,-306,D00,Queen Pawn Game,3,3,1,Black
181,60 + 0,Classic,3,-1029,B20,Sicilian Defense,1,2,0,Black
191,5 + 0,Blitz,1,-87,C42,Petroff Defense,2,7,6,Draw
208,3 + 2,Blitz,1,-33,D00,Queen Pawn Game,3,2,4,White
225,5 + 0,Blitz,1,-12,D00,Queen Pawn Game,3,2,5,White
228,3 + 2,Blitz,1,130,C42,Petroff Defense,2,5,6,White
229,10 + 15,Rapid,2,1,C50,Italian Game,4,2,6,White
237,10 + 15,Rapid,2,-190,C50,Italian Game,4,3,1,Black
241,30 + 25,Classic,3,-115,C50,Italian Game,4,1,0,Black
266,10 + 15,Rapid,2,158,D00,Queen Pawn Game,3,2,0,Black
287,10 + 15,Rapid,2,-34,D00,Queen Pawn Game,3,3,2,Black
301,15 + 0,Rapid,2,-276,D00,Queen Pawn Game,3,6,5,White
302,10 + 0,Rapid,2,104,D00,Queen Pawn Game,3,1,2,White
304,10 + 0,Rapid,2,-19,C50,Italian Game,4,0,4,White
321,15 + 0,Rapid,2,-165,D00,Queen Pawn Game,3,3,3,White
323,10 + 0,Rapid,2,32,C42,Petroff Defense,2,0,2,White
328,10 + 0,Rapid,2,-12,D00,Queen Pawn Game,3,3,4,Black
333,10 + 15,Rapid,2,-193,D00,Queen Pawn Game,3,1,4,White
334,3 + 0,Blitz,1,-58,C50,Italian Game,4,4,2,Black
340,15 + 0,Rapid,2,-177,D00,Queen Pawn Game,3,1,3,White
348,3 + 2,Blitz,1,-48,B20,Sicilian Defense,1,6,6,White
363,10 + 0,Rapid,2,-147,D00,Queen Pawn Game,3,3,0,Black
365,10 + 15,Rapid,2,51,B20,Sicilian Defense,1,2,1,Black
378,60 + 0,Classic,3,162,B20,Sicilian Defense,1,1,1,White
380,5 + 5,Blitz,1,-25,C50,Italian Game,4,15,11,White
402,60 + 10,Classic,3,59,C42,Petroff Defense,2,1,2,White
417,15 + 0,Rapid,2,-211,C50,Italian Game,4,4,2,Black
439,30 + 0,Classic,3,-277,B20,Sicilian Defense,1,2,1,Black
441,3 + 2,Blitz,1,35,D00,Queen Pawn Game,3,8,6,Black
448,10 + 0,Rapid,2,76,B20,Sicilian Defense,1,2,3,Black
450,3 + 0,Blitz,1,6,C42,Petroff Defense,2,10,10,White
453,10 + 0,Rapid,2,-74,C50,Italian Game,4,0,3,White
465,3 + 2,Blitz,1,46,C42,Petroff Defense,2,6,6,White
488,5 + 5,Blitz,1,39,B20,Sicilian Defense,1,6,6,White
492,10 + 15,Rapid,2,118,B20,Sicilian Defense,1,4,6,White
516,10 + 15,Rapid,2,-155,B20,Sicilian Defense,1,3,3,White
520,3 + 0,Blitz,1,-17,B20,Sicilian Defense,1,9,9,White
560,10 + 15,Rapid,2,47,C42,Petroff Defense,2,2,1,Black
562,30 + 0,Classic,3,-22,C42,Petroff Defense,2,2,0,Black
570,3 + 2,Blitz,1,-20,B20,Sicilian Defense,1,5,7,Draw
581,3 + 0,Blitz,1,83,C50,Italian Game,4,2,7,White
607,10 + 0,Rapid,2,109,C42,Petroff Defense,2,4,3,Black
614,30 + 0,Classic,3,144,C50,Italian Game,4,2,3,White
617,3 + 2,Blitz,1,25,C42,Petroff Defense,2,6,5,White
620,60 + 0,Classic,3,-79,D00,Queen Pawn Game,3,2,3,Black
627,10 + 15,Rapid,2,11,B20,Sicilian Defense,1,4,2,Draw
649,3 + 0,Blitz,1,-7,B20,Sicilian Defense,1,4,5,White
653,15 + 0,Rapid,2,-74,B20,Sicilian Defense,1,5,6,White
655,15 + 0,Rapid,2,50,D00,Queen Pawn Game,3,4,6,White
686,3 + 2,Blitz,1,-15,B20,Sicilian Defense,1,5,4,Black
687,15 + 0,Rapid,2,-21,B20,Sicilian Defense,1,5,5,White
689,10 + 15,Rapid,2,5,C42,Petroff Defense,2,1,0,Black
691,15 + 0,Rapid,2,-15,C50,Italian Game,4,3,3,Black
704,60 + 10,Classic,3,-586,B20,Sicilian Defense,1,1,0,Black
708,10 + 0,Rapid,2,-42,B20,Sicilian Defense,1,6,3,Black
715,10 + 0,Rapid,2,-189,B20,Sicilian Defense,1,6,4,Black
725,3 + 0,Blitz,1,233,D00,Queen Pawn Game,3,10,8,White
726,10 + 15,Rapid,2,-73,C42,Petroff Defense,2,2,3,Black
730,30 + 25,Classic,3,-78,B20,Sicilian Defense,1,2,1,Black
732,30 + 0,Classic,3,433,D00,Queen Pawn Game,3,0,3,White
733,15 + 0,Rapid,2,509,D00,Queen Pawn Game,3,2,5,White
734,3 + 2,Blitz,1,262,D00,Queen Pawn Game,3,6,5,Black
735,10 + 0,Rapid,2,420,D00,Queen Pawn Game,3,3,6,White
739,3 + 0,Blitz,1,-70,B20,Sicilian Defense,1,10,14,White
766,10 + 15,Rapid,2,-334,C50,Italian Game,4,4,2,Draw
771,5 + 0,Blitz,1,129,D00,Queen Pawn Game,3,6,3,Black
776,15 + 0,Rapid,2,59,C50,Italian Game,4,4,1,Black
789,10 + 15,Rapid,2,-36,C42,Petroff Defense,2,3,3,Black
795,3 + 0,Blitz,1,20,B20,Sicilian Defense,1,4,3,Black
806,3 + 0,Blitz,1,-32,D00,Queen Pawn Game,3,7,8,Black
840,60 + 0,Classic,3,-78,C50,Italian Game,4,1,1,White
846,10 + 15,Rapid,2,-219,D00,Queen Pawn Game,3,2,0,Black
849,3 + 0,Blitz,1,-149,C50,Italian Game,4,4,6,White
850,15 + 0,Rapid,2,148,C50,Italian Game,4,1,4,White
865,5 + 0,Blitz,1,-296,C42,Petroff Defense,2,3,6,White
866,3 + 2,Blitz,1,-20,D00,Queen Pawn Game,3,2,4,White
868,10 + 15,Rapid,2,-25,D00,Queen Pawn Game,3,4,0,Black
869,5 + 5,Blitz,1,-93,B20,Sicilian Defense,1,15,16,Draw
884,15 + 0,Rapid,2,54,C50,Italian Game,4,5,3,Black
889,10 + 15,Rapid,2,-27,C42,Petroff Defense,2,6,3,Black
918,3 + 2,Blitz,1,-57,D00,Queen Pawn Game,3,4,5,Black
939,15 + 0,Rapid,2,-160,C42,Petroff Defense,2,3,1,Black
946,10 + 0,Rapid,2,-173,C42,Petroff Defense,2,3,3,Black
947,60 + 10,Classic,3,-93,C50,Italian Game,4,1,0,Black
953,15 + 0,Rapid,2,175,C50,Italian Game,4,1,3,Black
956,10 + 15,Rapid,2,-167,C50,Italian Game,4,3,0,Black
965,15 + 0,Rapid,2,10,B20,Sicilian Defense,1,6,4,White
974,60 + 10,Classic,3,258,B20,Sicilian Defense,1,2,0,Black
985,15 + 0,Rapid,2,-328,D00,Queen Pawn Game,3,2,0,Black
986,15 + 0,Rapid,2,-100,C42,Petroff Defense,2,5,1,Black
1010,3 + 0,Blitz,1,-107,D00,Queen Pawn Game,3,4,5,White
1023,15 + 0,Rapid,2,-191,D00,Queen Pawn Game,3,2,0,White
1029,10 + 15,Rapid,2,-527,C50,Italian Game,4,5,2,Black
1033,15 + 0,Rapid,2,-203,C50,Italian Game,4,5,3,Black
1062,10 + 15,Rapid,2,26,D00,Queen Pawn Game,3,3,6,Draw
1064,15 + 0,Rapid,2,-47,B20,Sicilian Defense,1,4,2,Black
1073,30 + 0,Classic,3,395,B20,Sicilian Defense,1,0,2,White
1075,10 + 0,Rapid,2,412,D00,Queen Pawn Game,3,4,5,White
1099,60 + 0,Classic,3,0,D00,Queen Pawn Game,3,3,1,Black
1107,5 + 5,Blitz,1,46,C50,Italian Game,4,8,6,Black
1135,60 + 0,Classic,3,193,C50,Italian Game,4,0,1,White
1139,3 + 2,Blitz,1,145,C50,Italian Game,4,7,7,Black
1149,10 + 0,Rapid,2,-19,C50,Italian Game,4,2,2,White
1170,10 + 15,Rapid,2,14,C50,Italian Game,4,3,2,Black
1175,30 + 25,Classic,3,142,C42,Petroff Defense,2,2,2,Black
1201,60 + 0,Classic,3,356,C42,Petroff Defense,2,1,0,Black
1212,30 + 0,Classic,3,-391,B20,Sicilian Defense,1,2,0,Black
1213,10 + 15,Rapid,2,-84,B20,Sicilian Defense,1,2,0,Black
1223,10 + 0,Rapid,2,-15,D00,Queen Pawn Game,3,1,0,Black
1239,3 + 2,Blitz,1,-26,B20,Sicilian Defense,1,7,7,Black
1245,60 + 10,Classic,3,443,C42,Petroff Defense,2,3,1,Black
1248,3 + 2,Blitz,1,-177,B20,Sicilian Defense,1,6,4,Black
1253,60 + 10,Classic,3,373,C42,Petroff Defense,2,0,2,White
1254,15 + 0,Rapid,2,-94,D00,Queen Pawn Game,3,4,0,Black
1273,10 + 0,Rapid,2,248,D00,Queen Pawn Game,3,5,5,Black
1283,5 + 0,Blitz,1,382,B20,Sicilian Defense,1,9,8,White
1289,10 + 15,Rapid,2,-248,B20,Sicilian Defense,1,3,1,Black
1292,10 + 0,Rapid,2,-265,B20,Sicilian Defense,1,3,0,Black
1300,15 + 0,Rapid,2,-1,D00,Queen Pawn Game,3,1,2,Black
1307,3 + 2,Blitz,1,3,B20,Sicilian Defense,1,7,10,White
1311,5 + 0,Blitz,1,-19,C42,Petroff Defense,2,4,4,Black
1329,30 + 25,Classic,3,-211,B20,Sicilian Defense,1,2,0,Black
1342,15 + 0,Rapid,2,-152,D00,Queen Pawn Game,3,2,3,Black
1360,10 + 0,Rapid,2,-24,C42,Petroff Defense,2,1,4,White
1365,5 + 5,Blitz,1,-130,B20,Sicilian Defense,1,5,7,White
1368,3 + 2,Blitz,1,5,D00,Queen Pawn Game,3,5,3,Black
1371,10 + 0,Rapid,2,-24,B20,Sicilian Defense,1,3,2,Black
1373,10 + 0,Rapid,2,-29,D00,Queen Pawn Game,3,3,2,Black
1376,3 + 0,Blitz,1,63,B20,Sicilian Defense,1,5,2,Black
1389,10 + 15,Rapid,2,63,D00,Queen Pawn Game,3,3,0,Black
1401,10 + 15,Rapid,2,-175,B20,Sicilian Defense,1,2,0,Black
1404,60 + 10,Classic,3,-1056,D00,Queen Pawn Game,3,2,0,Black
1408,5 + 0,Blitz,1,-14,D00,Queen Pawn Game,3,13,13,Black
1409,15 + 0,Rapid,2,159,D00,Queen Pawn Game,3,1,3,White
1411,10 + 15,Rapid,2,-27,C42,Petroff Defense,2,4,2,Black
1415,3 + 0,Blitz,1,29,B20,Sicilian Defense,1,5,5,White
1416,10 + 15,Rapid,2,6,D00,Queen Pawn Game,3,3,6,White
1423,5 + 0,Blitz,1,123,C42,Petroff Defense,2,4,5,White
1426,10 + 0,Rapid,2,-60,D00,Queen Pawn Game,3,3,4,White
1427,15 + 0,Rapid,2,-247,B20,Sicilian Defense,1,2,2,Black
1435,10 + 0,Rapid,2,296,C42,Petroff Defense,2,0,1,White
1440,10 + 15,Rapid,2,-257,B20,Sicilian Defense,1,2,1,Black
1443,5 + 0,Blitz,1,183,C42,Petroff Defense,2,3,3,Black
1446,3 + 0,Blitz,1,-101,C50,Italian Game,4,6,7,Black
1461,3 + 2,Blitz,1,30,C42,Petroff Defense,2,5,5,Black
1466,60 + 10,Classic,3,-481,C42,Petroff Defense,2,0,1,White
1509,5 + 5,Blitz,1,-22,C42,Petroff Defense,2,6,5,Draw
1511,5 + 0,Blitz,1,-51,C50,Italian Game,4,6,6,Black
1514,60 + 0,Classic,3,56,B20,Sicilian Defense,1,1,0,Black
1522,5 + 0,Blitz,1,-79,D00,Queen Pawn Game,3,5,2,Black
1528,15 + 0,Rapid,2,-307,D00,Queen Pawn Game,3,3,1,Black
1550,10 + 0,Rapid,2,-284,B20,Sicilian Defense,1,2,0,Black
1565,60 + 10,Classic,3,302,C42,Petroff Defense,2,0,1,White
1569,30 + 25,Classic,3,165,B20,Sicilian Defense,1,1,0,Black
1578,10 + 0,Rapid,2,-64,B20,Sicilian Defense,1,4,2,Black
1579,5 + 0,Blitz,1,-234,B20,Sicilian Defense,1,4,4,Black
1591,10 + 0,Rapid,2,-15,C50,Italian Game,4,3,5,Black
1603,3 + 2,Blitz,1,46,C50,Italian Game,4,5,6,White
1622,10 + 15,Rapid,2,-8,C50,Italian Game,4,1,3,White
1626,10 + 15,Rapid,2,110,C42,Petroff Defense,2,4,4,Draw
1629,5 + 5,Blitz,1,25,B20,Sicilian Defense,1,6,6,Black
1650,3 + 2,Blitz,1,-13,C50,Italian Game,4,5,9,Black
1665,10 + 15,Rapid,2,2,C42,Petroff Defense,2,4,3,Black
1681,3 + 0,Blitz,1,216,D00,Queen Pawn Game,3,8,5,Black
1683,15 + 0,Rapid,2,126,D00,Queen Pawn Game,3,2,3,White
1693,3 + 0,Blitz,1,-113,B20,Sicilian Defense,1,6,8,Draw
1697,5 + 5,Blitz,1,-19,C50,Italian Game,4,5,2,Black
1698,5 + 5,Blitz,1,-204,D00,Queen Pawn Game,3,8,5,Black
1699,3 + 2,Blitz,1,-440,D00,Queen Pawn Game,3,7,2,Black
1703,10 + 0,Rapid,2,-221,B20,Sicilian Defense,1,2,1,Black
1706,10 + 15,Rapid,2,-128,C42,Petroff Defense,2,3,3,Black
1708,30 + 0,Classic,3,340,D00,Queen Pawn Game,3,0,1,White
1710,15 + 0,Rapid,2,86,D00,Queen Pawn Game,3,2,3,White
1713,5 + 0,Blitz,1,-5,C50,Italian Game,4,6,5,White
1717,15 + 0,Rapid,2,-17,D00,Queen Pawn Game,3,2,3,White
1735,30 + 25,Classic,3,-150,B20,Sicilian Defense,1,2,0,Black
1743,10 + 0,Rapid,2,-231,D00,Queen Pawn Game,3,2,0,Black
1746,3 + 2,Blitz,1,6,D00,Queen Pawn Game,3,3,5,White
1750,15 + 0,Rapid,2,16,D00,Queen Pawn Game,3,2,4,White
1753,3 + 0,Blitz,1,129,C50,Italian Game,4,4,3,Black
1766,3 + 2,Blitz,1,23,D00,Queen Pawn Game,3,3,4,White
1774,30 + 0,Classic,3,-99,C42,Petroff Defense,2,2,0,Black
1791,10 + 15,Rapid,2,-14,D00,Queen Pawn Game,3,1,4,White
1816,3 + 2,Blitz,1,-19,C42,Petroff Defense,2,3,6,White
1820,10 + 15,Rapid,2,117,B20,Sicilian Defense,1,3,3,White
1829,15 + 0,Rapid,2,15,D00,Queen Pawn Game,3,0,2,White
1884,10 + 15,Rapid,2,-75,D00,Queen Pawn Game,3,1,2,White
1894,15 + 0,Rapid,2,582,C50,Italian Game,4,2,1,Black
1902,5 + 5,Blitz,1,38,C50,Italian Game,4,6,6,Black
1903,10 + 0,Rapid,2,274,D00,Queen Pawn Game,3,1,4,White
1910,10 + 15,Rapid,2,27,C50,Italian Game,4,3,3,White
1912,15 + 0,Rapid,2,-21,C50,Italian Game,4,2,4,White
1914,10 + 0,Rapid,2,28,C50,Italian Game,4,4,2,Black
1941,10 + 15,Rapid,2,-77,C50,Italian Game,4,2,2,Black
1954,15 + 0,Rapid,2,1011,C50,Italian Game,4,0,4,White
1963,5 + 0,Blitz,1,95,D00,Queen Pawn Game,3,5,3,Black
1998,5 + 0,Blitz,1,-11,D00,Queen Pawn Game,3,9,3,Black
2013,10 + 0,Rapid,2,598,C50,Italian Game,4,0,3,White
2014,5 + 5,Blitz,1,-229,B20,Sicilian Defense,1,4,9,White
2019,3 + 2,Blitz,1,157,C50,Italian Game,4,6,8,White
2033,3 + 2,Blitz,1,22,C50,Italian Game,4,8,6,Black
2063,3 + 2,Blitz,1,-283,C42,Petroff Defense,2,3,7,White
2068,5 + 5,Blitz,1,7,C50,Italian Game,4,3,7,White
2073,3 + 2,Blitz,1,262,D00,Queen Pawn Game,3,4,4,White
2078,10 + 0,Rapid,2,-95,C50,Italian Game,4,1,2,White
2084,10 + 15,Rapid,2,-185,D00,Queen Pawn Game,3,3,1,Black
2090,3 + 0,Blitz,1,-49,C42,Petroff Defense,2,3,5,White
2093,60 + 0,Classic,3,238,D00,Queen Pawn Game,3,0,0,Black
2097,30 + 0,Classic,3,224,C42,Petroff Defense,2,2,0,Black
2108,5 + 0,Blitz,1,-16,B20,Sicilian Defense,1,3,4,White
2109,15 + 0,Rapid,2,11,C50,Italian Game,4,2,4,White
2121,3 + 0,Blitz,1,-358,D00,Queen Pawn Game,3,7,8,Black
2159,5 + 5,Blitz,1,232,C42,Petroff Defense,2,9,8,Black
2177,10 + 15,Rapid,2,10,D00,Queen Pawn Game,3,6,5,Black
2181,5 + 5,Blitz,1,-80,B20,Sicilian Defense,1,15,18,Black
2186,15 + 0,Rapid,2,406,C50,Italian Game,4,1,4,White
2192,15 + 0,Rapid,2,-29,B20,Sicilian Defense,1,1,3,White
2213,3 + 2,Blitz,1,46,D00,Queen Pawn Game,3,7,6,White
2215,60 + 10,Classic,3,21,D00,Queen Pawn Game,3,3,1,Black
2218,5 + 5,Blitz,1,-27,C50,Italian Game,4,5,3,Black
2222,10 + 0,Rapid,2,-491,B20,Sicilian Defense,1,5,3,Black
2225,30 + 0,Classic,3,-7,B20,Sicilian Defense,1,0,3,White
2241,10 + 0,Rapid,2,-57,C50,Italian Game,4,4,2,Black
2246,10 + 0,Rapid,2,74,D00,Queen Pawn Game,3,2,4,Black
2247,3 + 0,Blitz,1,43,D00,Queen Pawn Game,3,5,7,White
2252,15 + 0,Rapid,2,115,C50,Italian Game,4,3,5,White
2262,5 + 0,Blitz,1,-12,C42,Petroff Defense,2,6,8,Draw
2263,5 + 0,Blitz,1,-18,C50,Italian Game,4,7,7,Black
2268,10 + 0,Rapid,2,42,C42,Petroff Defense,2,2,3,White
2274,15 + 0,Rapid,2,-24,D00,Queen Pawn Game,3,2,2,White
2276,15 + 0,Rapid,2,-426,C42,Petroff Defense,2,2,0,Black
2295,3 + 2,Blitz,1,-230,C50,Italian Game,4,6,6,Black
2314,3 + 2,Blitz,1,-38,C50,Italian Game,4,1,5,White
2334,10 + 0,Rapid,2,48,C50,Italian Game,4,5,4,White
2378,60 + 10,Classic,3,-77,B20,Sicilian Defense,1,1,0,Black
2379,3 + 2,Blitz,1,-136,B20,Sicilian Defense,1,7,5,Black
2416,3 + 2,Blitz,1,70,B20,Sicilian Defense,1,8,7,Black
2428,5 + 5,Blitz,1,-5,D00,Queen Pawn Game,3,4,6,White
2433,10 + 0,Rapid,2,85,B20,Sicilian Defense,1,1,1,White
2455,15 + 0,Rapid,2,-108,C50,Italian Game,4,3,1,Black
2458,10 + 0,Rapid,2,13,D00,Queen Pawn Game,3,2,0,Black
2474,60 + 0,Classic,3,264,B20,Sicilian Defense,1,1,0,Black
2476,15 + 0,Rapid,2,-21,D00,Queen Pawn Game,3,3,2,Black
2482,5 + 5,Blitz,1,-58,C50,Italian Game,4,9,10,Black
2520,30 + 25,Classic,3,-641,B20,Sicilian Defense,1,3,2,Black
2530,5 + 0,Blitz,1,57,B20,Sicilian Defense,1,9,7,Black
2531,3 + 0,Blitz,1,-8,C50,Italian Game,4,7,10,White
2572,30 + 0,Classic,3,-56,C42,Petroff Defense,2,0,0,White
2584,30 + 0,Classic,3,-136,D00,Queen Pawn Game,3,1,3,White
2585,10 + 0,Rapid,2,112,D00,Queen Pawn Game,3,2,1,Black
2621,3 + 2,Blitz,1,93,D00,Queen Pawn Game,3,5,3,Black
2623,10 + 0,Rapid,2,73,D00,Queen Pawn Game,3,4,6,White
2646,15 + 0,Rapid,2,-10,B20,Sicilian Defense,1,3,1,Black
2665,30 + 25,Classic,3,-202,C50,Italian Game,4,2,0,Black
2669,10 + 0,Rapid,2,36,C50,Italian Game,4,4,1,Black
2670,5 + 5,Blitz,1,34,C42,Petroff Defense,2,5,2,Black
2671,10 + 15,Rapid,2,6,C42,Petroff Defense,2,1,2,White
2673,10 + 15,Rapid,2,46,C50,Italian Game,4,1,2,White
2678,30 + 0,Classic,3,0,C42,Petroff Defense,2,0,1,White
2700,30 + 25,Classic,3,145,D00,Queen Pawn Game,3,0,2,White
2710,3 + 2,Blitz,1,131,D00,Queen Pawn Game,3,3,5,White
2713,10 + 0,Rapid,2,-559,B20,Sicilian Defense,1,2,1,Black
2717,10 + 0,Rapid,2,-38,C50,Italian Game,4,5,4,White
2742,10 + 0,Rapid,2,44,C50,Italian Game,4,4,6,White
2755,10 + 0,Rapid,2,97,B20,Sicilian Defense,1,0,3,White
2768,30 + 0,Classic,3,28,C50,Italian Game,4,0,2,White
2771,15 + 0,Rapid,2,25,D00,Queen Pawn Game,3,0,2,White
2778,10 + 0,Rapid,2,-95,C50,Italian Game,4,3,1,Black
2783,10 + 0,Rapid,2,-107,C42,Petroff Defense,2,1,1,White
2793,10 + 15,Rapid,2,-286,B20,Sicilian Defense,1,2,1,Black
2800,60 + 10,Classic,3,-4,B20,Sicilian Defense,1,0,0,Black
2809,10 + 0,Rapid,2,269,C50,Italian Game,4,5,3,Draw
2813,10 + 15,Rapid,2,-30,C50,Italian Game,4,5,3,Black
2820,5 + 5,Blitz,1,-472,D00,Queen Pawn Game,3,9,5,Black
2821,5 + 5,Blitz,1,27,D00,Queen Pawn Game,3,9,8,White
2832,5 + 5,Blitz,1,-410,D00,Queen Pawn Game,3,5,7,White
2845,5 + 5,Blitz,1,-310,C50,Italian Game,4,3,7,White
2862,30 + 0,Classic,3,-98,D00,Queen Pawn Game,3,0,1,White
2883,5 + 5,Blitz,1,1,C50,Italian Game,4,6,6,White
2885,60 + 10,Classic,3,221,C42,Petroff Defense,2,0,1,White
2889,30 + 25,Classic,3,4,D00,Queen Pawn Game,3,0,3,White
2890,10 + 0,Rapid,2,19,C50,Italian Game,4,3,3,Black
2891,15 + 0,Rapid,2,-88,C50,Italian Game,4,5,2,Black
2895,60 + 0,Classic,3,174,B20,Sicilian Defense,1,1,0,Black
2897,15 + 0,Rapid,2,-51,B20,Sicilian Defense,1,2,0,Black
2903,5 + 5,Blitz,1,-96,D00,Queen Pawn Game,3,4,5,Black
2904,15 + 0,Rapid,2,38,D00,Queen Pawn Game,3,1,2,White
2905,15 + 0,Rapid,2,-5,D00,Queen Pawn Game,3,4,2,Black
2906,10 + 15,Rapid,2,-110,D00,Queen Pawn Game,3,3,2,Black
2923,3 + 2,Blitz,1,197,C42,Petroff Defense,2,8,11,White
2929,10 + 0,Rapid,2,31,C50,Italian Game,4,0,3,White
2935,10 + 0,Rapid,2,95,D00,Queen Pawn Game,3,1,3,Black
2952,10 + 0,Rapid,2,-22,C50,Italian Game,4,2,0,Black
2955,10 + 15,Rapid,2,926,C50,Italian Game,4,0,4,White
2970,5 + 0,Blitz,1,153,C42,Petroff Defense,2,4,3,Draw
2971,15 + 0,Rapid,2,-93,B20,Sicilian Defense,1,3,0,Black
2982,30 + 25,Classic,3,-684,D00,Queen Pawn Game,3,3,2,Black
2983,30 + 25,Classic,3,415,D00,Queen Pawn Game,3,0,1,White
2998,10 + 0,Rapid,2,-21,C50,Italian Game,4,5,4,Black
3000,3 + 0,Blitz,1,68,C50,Italian Game,4,7,7,Draw
3005,15 + 0,Rapid,2,150,B20,Sicilian Defense,1,0,4,White
3011,10 + 15,Rapid,2,49,C42,Petroff Defense,2,3,3,White
3022,30 + 25,Classic,3,-43,C50,Italian Game,4,0,2,White
3032,10 + 0,Rapid,2,84,C50,Italian Game,4,2,0,Black
3035,10 + 15,Rapid,2,109,C50,Italian Game,4,2,4,White
3036,10 + 0,Rapid,2,-78,D00,Queen Pawn Game,3,1,0,Black
3049,3 + 0,Blitz,1,69,C50,Italian Game,4,3,4,White
3051,10 + 0,Rapid,2,-126,C42,Petroff Defense,2,5,2,Black
3070,10 + 15,Rapid,2,-153,B20,Sicilian Defense,1,6,4,Black
3107,10 + 15,Rapid,2,22,C50,Italian Game,4,1,4,White
3110,10 + 0,Rapid,2,51,B20,Sicilian Defense,1,4,4,Black
3114,3 + 0,Blitz,1,-2,D00,Queen Pawn Game,3,8,5,Black
3117,10 + 0,Rapid,2,-54,C50,Italian Game,4,3,5,White
3118,5 + 0,Blitz,1,-15,D00,Queen Pawn Game,3,5,3,Black
3120,10 + 0,Rapid,2,-2,D00,Queen Pawn Game,3,2,3,Black
3121,5 + 5,Blitz,1,-23,C50,Italian Game,4,6,3,Black
3132,15 + 0,Rapid,2,-163,B20,Sicilian Defense,1,3,4,White
3148,10 + 0,Rapid,2,-398,B20,Sicilian Defense,1,3,0,Black
3152,60 + 10,Classic,3,20,D00,Queen Pawn Game,3,2,3,White
3179,60 + 0,Classic,3,-93,D00,Queen Pawn Game,3,2,0,Black
3183,5 + 0,Blitz,1,-276,D00,Queen Pawn Game,3,5,5,Draw
3201,30 + 25,Classic,3,154,B20,Sicilian Defense,1,1,0,Black
3202,10 + 0,Rapid,2,10,C42,Petroff Defense,2,1,3,White
3204,15 + 0,Rapid,2,59,C50,Italian Game,4,3,0,White
3208,10 + 0,Rapid,2,-59,D00,Queen Pawn Game,3,4,5,Draw
3232,10 + 0,Rapid,2,114,C50,Italian Game,4,0,1,White
3233,10 + 0,Rapid,2,349,C42,Petroff Defense,2,1,3,White
3249,10 + 0,Rapid,2,-43,D00,Queen Pawn Game,3,3,5,White
3250,15 + 0,Rapid,2,-2,B20,Sicilian Defense,1,1,1,Black
3256,30 + 25,Classic,3,143,D00,Queen Pawn Game,3,0,2,White
3257,3 + 2,Blitz,1,-115,C42,Petroff Defense,2,7,8,Black
3258,60 + 0,Classic,3,-53,C42,Petroff Defense,2,2,0,Black
3262,5 + 0,Blitz,1,330,C42,Petroff Defense,2,9,4,White
3315,10 + 0,Rapid,2,27,C42,Petroff Defense,2,2,3,White
3316,15 + 0,Rapid,2,5,C50,Italian Game,4,0,2,White
3320,60 + 0,Classic,3,115,D00,Queen Pawn Game,3,1,0,Black
3331,30 + 25,Classic,3,56,C42,Petroff Defense,2,0,0,White
3354,10 + 15,Rapid,2,51,C42,Petroff Defense,2,1,4,White
3367,15 + 0,Rapid,2,353,C50,Italian Game,4,1,4,White
3427,15 + 0,Rapid,2,29,C42,Petroff Defense,2,2,3,White
3429,30 + 0,Classic,3,498,C42,Petroff Defense,2,1,1,White
3435,10 + 15,Rapid,2,-6,C50,Italian Game,4,1,6,White
3454,10 + 0,Rapid,2,374,C42,Petroff Defense,2,0,3,White
3455,10 + 0,Rapid,2,-77,C50,Italian Game,4,1,4,White
3463,10 + 15,Rapid,2,25,B20,Sicilian Defense,1,3,4,White
3467,3 + 0,Blitz,1,223,C42,Petroff Defense,2,8,9,White
3476,3 + 2,Blitz,1,-42,D00,Queen Pawn Game,3,7,6,Black
3491,60 + 10,Classic,3,-132,B20,Sicilian Defense,1,1,0,Black
3495,60 + 0,Classic,3,297,C50,Italian Game,4,0,1,White
